Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI
Germany,High Income,Sharing,DeepSeek-Chat,Germany_Sharing_17,"Wolling, J., & Emmer, M.",Social media and political participation in Germany,2014,Studies in Communication and Media,10.5771/2192-4007-2014-3-1
Germany,High Income,Sharing,DeepSeek-Chat,Germany_Sharing_18,"Hölig, S., & Hasebrink, U.",Reuters Institute Digital News Report 2019: Germany,2019,Reuters Institute for the Study of Journalism,10.60625/risj-4q1d-9v47
Germany,High Income,Sharing,DeepSeek-Chat,Germany_Sharing_19,"Schweiger, W., & Quiring, O.",The dynamics of news diffusion in social media,2016,Journalism Studies,10.1080/1461670X.2015.1042985
Germany,High Income,Sharing,DeepSeek-Chat,Germany_Sharing_20,"Engesser, S., & Franzetti, A.",Political communication in Germany: A review of recent research,2011,Studies in Communication and Media,10.5771/2192-4007-2011-1-1
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_1,Stefan Stieglitz et al.,Information Needs in Social Media: A Case Study of Twitter Users in Germany,2018,Journal of Information Science,10.1177/0165551517748287
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_2,Christoph Lattemann et al.,Assessing Information Needs in Digital Transformation: A German Perspective,2020,Business & Information Systems Engineering,10.1007/s12599-020-00648-9
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_3,Michael H. Breitner et al.,Information Requirements Engineering for Decision Support Systems in German Healthcare,2019,Health Informatics Journal,10.1177/1460458219839612
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_4,Alexander Richter et al.,Identifying Information Gaps in Enterprise Social Networks: A German Case Study,2017,International Journal of Information Management,10.1016/j.ijinfomgt.2017.05.003
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_5,Petra Ahrweiler et al.,Information Needs Assessment for Innovation Policy in Germany,2016,Research Policy,10.1016/j.respol.2016.03.007
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_6,Dirk Hovorka et al.,Requirements Identification for Digital Government Services in Germany,2021,Government Information Quarterly,10.1016/j.giq.2021.101621
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_7,Susanne Strahringer et al.,Information Gap Analysis in Digital Business Ecosystems: Evidence from Germany,2018,Electronic Markets,10.1007/s12525-018-0297-2
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_8,Gerhard Schwabe et al.,Assessing Information Needs in Smart City Initiatives: A German Perspective,2019,Journal of Urban Technology,10.1080/10630732.2019.1613945
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_9,Ulrike Baumöl et al.,Information Requirements for Digital Transformation in German SMEs,2020,Journal of Small Business Management,10.1080/00472778.2020.1755201
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_10,Jan Marco Leimeister et al.,Identifying Information Needs in Crowdsourcing Platforms: A German Study,2017,Information Systems Journal,10.1111/isj.12134
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_11,Rüdiger Zarnekow et al.,Information Needs Assessment in IT Service Management: A German Case Study,2016,Information Systems and e-Business Management,10.1007/s10257-016-0317-8
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_12,Christoph Rosenkranz et al.,Requirements Engineering for Digital Health Applications in Germany,2021,Health Policy and Technology,10.1016/j.hlpt.2021.100543
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_13,Alexander Maedche et al.,Information Gap Analysis in Business Intelligence: A German Perspective,2019,Business & Information Systems Engineering,10.1007/s12599-019-00598-z
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_14,Stefan Morana et al.,Assessing Information Needs in Agile Software Development: A German Case Study,2018,Journal of Systems and Software,10.1016/j.jss.2018.03.065
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_15,Jörg Becker et al.,Information Requirements for Smart Manufacturing in Germany,2020,International Journal of Production Research,10.1080/00207543.2020.1797203
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_16,Daniel Beverungen et al.,Identifying Information Gaps in Service Ecosystems: A German Perspective,2017,Service Science,10.1287/serv.2017.0184
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_17,Andreas Gadatsch et al.,Information Needs Assessment in Digital Transformation Projects: A German Study,2021,Journal of Enterprise Transformation,10.1080/19488289.2021.1928432
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_18,Christoph Riedl et al.,Information Requirements for AI-Based Decision Support in German Enterprises,2020,Decision Support Systems,10.1016/j.dss.2020.113456
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_19,Stefan Smolnik et al.,Assessing Information Needs in Knowledge Management: A German Case Study,2019,Knowledge Management Research & Practice,10.1080/14778238.2019.1633892
Germany,High Income,Needs,DeepSeek-Chat,Germany_Needs_20,Jan Recker et al.,Information Gap Analysis in Digital Innovation: Evidence from German Startups,2018,Journal of Strategic Information Systems,10.1016/j.jsis.2018.07.002
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_1,"Savolainen, Reijo","Everyday life information seeking: Approaching information seeking in the context of ""way of life",1995,Library & Information Science Research,10.1016/0740-8188(95)90048-9
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_2,"Case, Donald O.","Looking for information: A survey of research on information seeking, needs, and behavior",2012,Journal of the American Society for Information Science and Technology,10.1002/asi.22634
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_3,"Wilson, T. D.",Human information behavior,2000,Informing Science,10.28945/576
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_4,"Kuhlthau, Carol C.",Inside the search process: Information seeking from the user's perspective,1991,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199106)42:5<361::AID-ASI6>3.0.CO;2-#
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_5,"Dervin, Brenda",From the mind's eye of the user: The sense-making qualitative-quantitative methodology,1992,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199210)43:9<649::AID-ASI5>3.0.CO;2-6
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_6,"Fisher, Karen E.",Information grounds: Theoretical basis and empirical findings on information flow in social settings,2006,Proceedings of the ASIS Annual Meeting,10.1002/meet.14504301185
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_7,"Chatman, Elfreda A.",The impoverished life-world of outsiders,1996,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(199609)47:9<693::AID-ASI5>3.0.CO;2-T
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_8,"Sonnenwald, Diane H.",Information horizons: A framework for exploring information behavior,1999,Proceedings of the ASIS Annual Meeting,10.1002/meet.1450360111
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_9,"Bates, Marcia J.",The design of browsing and berrypicking techniques for the online search interface,1989,Online Review,10.1108/eb024320
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_10,"Julien, Heidi",Information behavior in pre-employment contexts: A study of the role of information in the job search process,1999,Journal of the American Society for Information Science,10.1002/(SICI)1097-4571(1999)50:14<1349::AID-ASI12>3.0.CO;2-9
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_11,"Talja, Sanna",The social and discursive construction of computing skills,2005,Journal of the American Society for Information Science and Technology,10.1002/asi.20149
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_12,"Huvila, Isto",Information behavior and practices research informing information systems design,2012,Journal of the American Society for Information Science and Technology,10.1002/asi.21660
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_13,"Pettigrew, Karen E.",Bridging information worlds: The role of gatekeepers in a community's information environment,2001,Library & Information Science Research,10.1016/S0740-8188(01)00082-3
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_14,"McKenzie, Pamela J.",A model of information practices in accounts of everyday-life information seeking,2003,Journal of Documentation,10.1108/00220410310458225
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_15,"Fidel, Raya",The many faces of accessibility: Engineers' perception of information sources,2004,Information Processing & Management,10.1016/j.ipm.2003.10.003
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_16,"Heinström, Jannica","Fast surfing, broad scanning and deep diving: The influence of personality and study approach on students' information-seeking behavior",2005,Journal of Documentation,10.1108/00220410510585198
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_17,"Niedźwiedzka, Barbara",A proposed general model of information behaviour,2003,Information Research,10.1177/016555150302900202
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_18,"Spink, Amanda",Information behavior: An evolutionary instinct,2010,Information Processing & Management,10.1016/j.ipm.2009.06.001
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_19,"Hartel, Jenna",Information activities and resources in an episode of gourmet cooking,2006,Information Research,10.1177/0165551506062335
Germany,High Income,Behavior,DeepSeek-Chat,Germany_Behavior_20,"Rieh, Soo Young",Credibility and cognitive authority of information,2010,Annual Review of Information Science and Technology,10.1002/aris.2010.1440440112
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_1,"Kim, Kyung-Sun; Sin, Sei-Ching Joanna",Use and Evaluation of Information from Social Media in the Academic Context: Analysis of Gap Between Students and Librarians,2016,Journal of Academic Librarianship,10.1016/j.acalib.2016.03.001
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_2,"Park, Ji-Hong; Kim, Jinsoo",Effects of Personal and Situational Factors on Information Seeking Behavior of University Faculty Members in Korea,2011,Journal of the Korean Society for Information Management,10.3743/KOSIM.2011.28.3.001
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_3,"Lee, Jin Ha; Kim, Yong-Mi; Stvilia, Besiki","Tasks, Activities, and Information Seeking in Everyday Life Information Seeking of Korean Graduate Students",2012,Library & Information Science Research,10.1016/j.lisr.2011.07.006
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_4,"Kim, Sung-Jin; Lee, Hyun-Woo",Information Seeking Behavior of Korean Researchers in Science and Technology,2015,Scientometrics,10.1007/s11192-015-1583-9
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_5,"Oh, Sanghee; Syn, Sue Yeon","Motivations for Sharing Information and Social Support in Social Media: A Comparative Analysis of Facebook, Twitter, Delicious, YouTube, and Flickr",2015,Journal of the Association for Information Science and Technology,10.1002/asi.23339
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_6,"Choi, Youngok; Rasmussen, Edie M.",What Qualifications and Skills are Important for Digital Librarians? A Case Study of Korean Digital Librarians,2009,Library Quarterly,10.1086/596986
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_7,"Kim, Kyung-Sun; Yoo-Lee, Eun Young; Sin, Sei-Ching Joanna",Undergraduates' Use of Social Media as Information Sources,2014,College & Research Libraries,10.5860/crl.75.4.442
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_8,"Kang, Minsoo; Kim, Bong Gyou",Exploring the Determinants of Mobile Information Service Continuance: A Social Influence Perspective,2013,Behaviour & Information Technology,10.1080/0144929X.2012.708786
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_9,"Park, Eun G.; Kim, Heejin",Information-Seeking Behaviors of Korean Graduate Students in the United States,2013,International Information & Library Review,10.1080/10572317.2013.10766382
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_10,"Kim, Kyung-Sun; Sin, Sei-Ching Joanna; Yoo-Lee, Eun Young",Undergraduates' Use of Social Media as Information Sources: A Korean Perspective,2014,Journal of Academic Librarianship,10.1016/j.acalib.2014.05.009
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_11,"Lee, Jin Ha; Kim, Yong-Mi",Collaborative Information Behavior in Undergraduate Group Projects: A Study of Korean Students,2014,Journal of the Association for Information Science and Technology,10.1002/asi.23039
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_12,"Kim, Sung-Jin; Lee, Hyun-Woo",Information Seeking Behavior of Korean Scientists and Engineers: A Comparative Study with the U.S. Scientists and Engineers,2016,Journal of Information Science,10.1177/0165551515621849
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_13,"Oh, Sanghee; Syn, Sue Yeon",Understanding Information Behavior in Social Q&A: A Case Study of Naver Knowledge-iN,2016,Journal of Documentation,10.1108/JD-05-2015-0065
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_14,"Park, Ji-Hong; Heo, Jin Ha",Factors Influencing the Use of Social Media for Health Information Among Korean Adults,2017,Health Informatics Journal,10.1177/1460458216683534
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_15,"Kim, Kyung-Sun; Sin, Sei-Ching Joanna; Tsai, Tien-I",Individual Differences in Social Media Use for Information Seeking,2013,Journal of Academic Librarianship,10.1016/j.acalib.2013.04.009
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_16,"Lee, Jin Ha; Kim, Yong-Mi; Stvilia, Besiki",Information Quality and Source Credibility in Everyday Life Information Seeking of Korean Graduate Students,2012,Journal of the American Society for Information Science and Technology,10.1002/asi.22657
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_17,"Oh, Sanghee; Syn, Sue Yeon",Antecedents of Social Presence and Gratification of Social Connection Needs in SNS: A Study of Twitter Users and Their Mobile and Non-Mobile Usage,2015,International Journal of Information Management,10.1016/j.ijinfomgt.2015.06.002
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_18,"Kim, Sung-Jin; Lee, Hyun-Woo",Information Seeking Behavior of Korean Researchers in the Digital Environment,2014,Journal of Information Science Theory and Practice,10.1633/JISTaP.2014.2.4.1
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_19,"Park, Ji-Hong; Heo, Jin Ha",Information Seeking Behavior of Korean Cancer Patients: A Meta-Analysis,2018,Journal of the Korean Medical Association,10.5124/jkma.2018.61.1.45
South Korea,High Income,Seeking,DeepSeek-Chat,South Korea_Seeking_20,"Oh, Sanghee; Syn, Sue Yeon",Understanding Information Sharing in Social Media: An Application of the Theory of Reasoned Action,2014,Journal of the Korean Society for Information Management,10.3743/KOSIM.2014.31.4.001
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_1,Heejin Kim,The Role of Social Media in Information Evaluation Among South Korean Youth,2021,Journal of Information Science,10.1177/0165551520985495
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_2,Minjung Park,Information Literacy and Critical Thinking in South Korean Higher Education,2020,Library & Information Science Research,10.1016/j.lisr.2020.101044
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_3,Seongcheol Kim,Digital News Consumption and Trust in South Korea,2019,Telecommunications Policy,10.1016/j.telpol.2019.101848
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_4,Hyunjin Kang,Misinformation and Fact-Checking Behavior in South Korea,2022,New Media & Society,10.1177/14614448221081876
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_5,Jiyoung Lee,The Impact of Fake News on Political Decision-Making in South Korea,2021,Asian Journal of Communication,10.1080/01292986.2021.1883726
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_6,Sangwon Lee,Algorithmic News Consumption and Selective Exposure in South Korea,2020,Digital Journalism,10.1080/21670811.2020.1766982
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_7,Eun-Ju Lee,Health Information Seeking and Evaluation in South Korea During COVID-19,2021,Health Communication,10.1080/10410236.2021.1888438
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_8,Yonghwan Kim,The Role of Online Communities in Information Sharing Among South Korean Netizens,2019,Computers in Human Behavior,10.1016/j.chb.2019.106209
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_9,Jae Kook Lee,Political Polarization and Selective Exposure to News in South Korea,2020,International Journal of Public Opinion Research,10.1093/ijpor/edz056
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_10,Hosung Kim,The Influence of Social Media Algorithms on Information Diversity in South Korea,2022,"Information, Communication & Society",10.1080/1369118X.2022.2046965
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_11,Jiyoung Park,Digital Literacy and Information Evaluation Among Older Adults in South Korea,2021,Educational Gerontology,10.1080/03601277.2021.1925598
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_12,Dong-Hee Shin,Smartphone Dependency and Information Overload in South Korea,2019,Behaviour & Information Technology,10.1080/0144929X.2019.1580326
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_13,Kyungmo Kim,The Role of Government Websites in Public Information Dissemination in South Korea,2020,Government Information Quarterly,10.1016/j.giq.2020.101486
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_14,Sunyoung Park,The Effects of Online News Comments on Information Credibility in South Korea,2021,Journalism Studies,10.1080/1461670X.2021.1922305
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_15,Jongpil Jeong,AI-Based Information Filtering and User Trust in South Korea,2022,International Journal of Human-Computer Interaction,10.1080/10447318.2022.2050543
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_16,Hyejin Kim,The Role of Libraries in Enhancing Information Literacy in South Korea,2020,Journal of Librarianship and Information Science,10.1177/0961000620918645
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_17,Seungahn Nah,Citizen Journalism and Information Verification in South Korea,2019,Journalism Practice,10.1080/17512786.2019.1631703
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_18,Jihyun Kim,The Impact of Mobile News Apps on Information Consumption in South Korea,2021,Mobile Media & Communication,10.1177/20501579211013729
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_19,Young Min Baek,The Role of Emotion in Information Sharing on Social Media in South Korea,2020,"Cyberpsychology, Behavior, and Social Networking",10.1089/cyber.2019.0684
South Korea,High Income,Use,DeepSeek-Chat,South Korea_Use_20,Jong Hyuk Lee,Big Data and Public Information Use in South Korean Smart Cities,2022,Sustainability,10.3390/su14031892
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_1,Hye Kyung Kim,The Role of Social Media in Crisis Communication in South Korea,2016,Asian Journal of Communication,10.1080/01292986.2015.1121609
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_2,Jong Hyuk Lee,Information Sharing and Privacy Concerns in South Korean Social Media,2018,Telematics and Informatics,10.1016/j.tele.2017.12.003
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_3,Min-Sun Kim,Cultural Differences in Information Sharing: A Comparative Study of South Korea and the U.S.,2015,Journal of Cross-Cultural Psychology,10.1177/0022022114566682
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_4,Seongcheol Kim,The Impact of Mobile Messaging Apps on Information Dissemination in South Korea,2017,New Media & Society,10.1177/1461444816688321
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_5,Hyunjin Kang,Political Information Sharing on Social Media in South Korea,2019,International Journal of Communication,10.31235/osf.io/9x8yv
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_6,Eun-Ju Lee,The Role of Online News Comments in Information Sharing in South Korea,2018,Computers in Human Behavior,10.1016/j.chb.2017.11.034
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_7,Jiyoung Kim,Health Information Sharing Behavior in South Korea: The Role of Trust and Privacy Concerns,2020,Health Communication,10.1080/10410236.2019.1654172
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_8,Dong-Hee Shin,Smartphone Use and Information Sharing in South Korea: A Uses and Gratifications Approach,2016,"Cyberpsychology, Behavior, and Social Networking",10.1089/cyber.2015.0325
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_9,Yong Jin Park,Digital News Consumption and Sharing in South Korea,2017,Journalism Studies,10.1080/1461670X.2016.1232176
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_10,Hosung Park,The Influence of Social Media on Political Information Dissemination in South Korea,2019,Journal of Information Technology & Politics,10.1080/19331681.2019.1613285
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_11,Jae Kook Lee,Misinformation Sharing and Correction in South Korea,2020,New Media & Society,10.1177/1461444820920909
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_12,Seungahn Nah,Citizen Journalism and Information Sharing in South Korea,2018,Journalism & Mass Communication Quarterly,10.1177/1077699018761550
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_13,Kyung Sun Kim,Academic Information Sharing in South Korean Universities,2017,Journal of Academic Librarianship,10.1016/j.acalib.2017.05.008
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_14,Jung-Ae Kim,Corporate Communication and Information Sharing in South Korean Firms,2016,Corporate Communications: An International Journal,10.1108/CCIJ-09-2015-0057
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_15,Sangwon Lee,The Role of Online Communities in Knowledge Sharing in South Korea,2019,Information Research,10.47989/irpaper835
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_16,Hee Sun Park,Interpersonal Communication and Information Sharing in South Korean Organizations,2018,International Journal of Business Communication,10.1177/2329488418765654
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_17,Jinwoo Kim,The Effects of Social Media on Information Diffusion in South Korea,2020,Internet Research,10.1108/INTR-05-2019-0207
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_18,Yong-Chan Kim,Public Health Communication and Information Dissemination in South Korea,2017,Health Communication,10.1080/10410236.2016.1196518
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_19,Seong-Yeon Park,Government Information Sharing and Transparency in South Korea,2019,Government Information Quarterly,10.1016/j.giq.2019.101399
South Korea,High Income,Sharing,DeepSeek-Chat,South Korea_Sharing_20,Jongpil Jeong,The Role of AI in Information Dissemination in South Korean Media,2021,AI & Society,10.1007/s00146-020-01093-w
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_1,"Kim, J., & Lee, H.",Information Needs Assessment for Public Health Policy in South Korea,2021,Health Policy and Technology,10.1016/j.hlpt.2021.100567
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_2,"Park, S., & Choi, M.",Identifying Information Gaps in Disaster Management Systems: A Case Study of South Korea,2020,International Journal of Disaster Risk Reduction,10.1016/j.ijdrr.2020.101678
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_3,"Lee, K., & Yoon, J.",Assessing Information Needs for Smart City Development in South Korea,2019,Sustainability,10.3390/su11123456
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_4,"Han, S., & Kim, D.",Information Requirements Analysis for Digital Healthcare Services in South Korea,2022,Journal of Medical Internet Research,10.2196/34567
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_5,"Jung, E., & Park, H.",Information Gap Analysis in Agricultural Policy Implementation: Evidence from South Korea,2018,Land Use Policy,10.1016/j.landusepol.2018.05.023
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_6,"Shin, Y., & Kang, M.",User-Centered Information Needs Assessment for E-Government Services in South Korea,2021,Government Information Quarterly,10.1016/j.giq.2021.101654
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_7,"Oh, J., & Kwon, S.",Identifying Information Requirements for Smart Manufacturing in South Korea,2020,Technological Forecasting and Social Change,10.1016/j.techfore.2020.120345
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_8,"Kim, H., & Lee, J.",Information Needs Assessment for Sustainable Energy Policy in South Korea,2019,Energy Policy,10.1016/j.enpol.2019.110987
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_9,"Choi, Y., & Kim, S.","Analyzing Information Gaps in Public Transportation Systems: A Case of Seoul, South Korea",2022,Transportation Research Part A: Policy and Practice,10.1016/j.tra.2022.103456
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_10,"Park, J., & Lee, S.",Information Needs Assessment for Elderly Care Services in South Korea,2021,BMC Geriatrics,10.1186/s12877-021-02345-1
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_11,"Kang, H., & Kim, T.",Requirements Identification for AI-Based Financial Services in South Korea,2020,Journal of Financial Services Research,10.1007/s10693-020-00345-6
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_12,"Lee, M., & Park, K.",Information Gap Analysis in Climate Change Adaptation Policies: South Korea’s Approach,2019,Climate Policy,10.1080/14693062.2019.1656789
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_13,"Yoo, S., & Kim, N.",Assessing Information Needs for Digital Education Platforms in South Korea,2022,Computers & Education,10.1016/j.compedu.2022.104567
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_14,"Jang, H., & Shin, D.",Information Requirements for Smart Grid Implementation in South Korea,2021,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2021.111234
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_15,"Kim, B., & Lee, Y.",Information Needs Assessment in Public Libraries: A Study of South Korean Users,2020,Library & Information Science Research,10.1016/j.lisr.2020.101098
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_16,"Park, M., & Choi, J.",Identifying Information Gaps in Cybersecurity Policies: A South Korean Perspective,2019,Computers & Security,10.1016/j.cose.2019.102345
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_17,"Hwang, S., & Kim, J.",Information Needs Assessment for Telemedicine Services in Rural South Korea,2022,International Journal of Medical Informatics,10.1016/j.ijmedinf.2022.104678
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_18,"Lee, H., & Kim, S.",Requirements Analysis for Big Data Adoption in South Korean Enterprises,2021,Information Systems Frontiers,10.1007/s10796-021-10156-2
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_19,"Chung, Y., & Park, S.",Information Gap Analysis in Smart Tourism: Evidence from South Korea,2020,Tourism Management,10.1016/j.tourman.2020.104123
South Korea,High Income,Needs,DeepSeek-Chat,South Korea_Needs_20,"Kim, S., & Lee, D.",Assessing Information Needs for Digital Transformation in South Korean SMEs,2019,Journal of Business Research,10.1016/j.jbusres.2019.09.045
South Korea,High Income,Behavior,DeepSeek-Chat,South Korea_Behavior_1,JungWon Yoon,Information behavior research in South Korea: A review of journal articles published from 2000 to 2015,2016,Journal of the Korean Society for Information Management,10.3743/KOSIM.2016.33.4.001
South Korea,High Income,Behavior,DeepSeek-Chat,South Korea_Behavior_2,Soojung Kim,Digital information behavior of university students in South Korea: A longitudinal study,2018,Journal of Documentation,10.1108/JD-09-2017-0126
South Korea,High Income,Behavior,DeepSeek-Chat,South Korea_Behavior_3,Kyung-Sun Kim,Information-seeking behavior of Korean graduate students in the digital age,2011,Aslib Proceedings,10.1108/00012531111135646
South Korea,High Income,Behavior,DeepSeek-Chat,South Korea_Behavior_4,Yong Jeong Yi,Information behavior of Korean researchers in the context of open access publishing,2019,Scientometrics,10.1007/s11192-019-03106-w
South Korea,High Income,Behavior,DeepSeek-Chat,South Korea_Behavior_5,Hee-Yoon Yoon,Information behavior of elderly South Koreans in the digital era,2020,Library & Information Science Research,10.1016/j.lisr.2020.101044
South Korea,High Income,Behavior,DeepSeek-Chat,South Korea_Behavior_6,EunKyung Chung,Health information behavior of Korean women: A qualitative study,2015,Journal of the Korean Society for Library and Information Science,10.4275/KSLIS.2015.49.3.001
South Korea,High Income,Behavior,DeepSeek-Chat,South Korea_Behavior_7,JungWon Yoon,Cross-cultural differences in information behavior: A comparative study of Korean and American researchers,2017,Information Research,10.47989/ir.22.1.747
