Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_3,"Urquhart, C., & Yeoman, A.",Information behaviour of women: theoretical perspectives on gender,2010,Journal of Documentation,https://doi.org/10.1108/00220411011023634,True,False,The connection between purposive information seeking and information encountering,Ágústa Pálsdóttir,2010,Journal of Documentation,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_4,"Spink, A., & Cole, C.",Human information behavior: Integrating diverse approaches and information use,2006,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20249,True,False,Human information behavior: Integrating diverse approaches and information use,Amanda Spink; Charles Cole,2006,Journal of the American Society for Information Science and Technology,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_5,"Wilson, T. D.",Human information behavior,2000,Informing Science,https://doi.org/10.28945/576,True,False,Human Information Behavior,T. D. Wilson,2000,Informing Science: The International Journal of an Emerging Transdiscipline,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_6,"Savolainen, R.","Everyday life information seeking: Approaching information seeking in the context of ""way of life",1995,Library & Information Science Research,https://doi.org/10.1016/0740-8188(95)90048-9,True,False,Everyday life information seeking: Approaching information seeking in the context of “way of life”,Reijo Savolainen,1995,Library &amp; Information Science Research,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_7,"Case, D. O.","Looking for information: A survey of research on information seeking, needs, and behavior",2012,Emerald Group Publishing Limited,,False,False,,,,,No DOI provided
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_8,"Kuhlthau, C. C.",Inside the search process: Information seeking from the user's perspective,1991,Journal of the American Society for Information Science,https://doi.org/10.1002/(SICI)1097-4571(199106)42:5<361::AID-ASI6>3.0.CO;2-#,True,False,Inside the search process: Information seeking from the user's perspective,Carol C. Kuhlthau,1991,Journal of the American Society for Information Science,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_9,"Julien, H., & Michels, D.",Intra-individual information behaviour in daily life,2004,Information Processing & Management,https://doi.org/10.1016/j.ipm.2003.09.005,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_10,"Choo, C. W.",Information management for the intelligent organization: the art of scanning the environment,2002,"Information Today, Inc.",,False,False,,,,,No DOI provided
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_11,"Dervin, B.",Sense-making theory and practice: an overview of user interests in knowledge seeking and use,1998,Journal of Knowledge Management,https://doi.org/10.1108/13673279810249369,True,False,Sense‐making theory and practice: an overview of user interests in knowledge seeking and use,Brenda Dervin,1998,Journal of Knowledge Management,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_12,"Bates, M. J.",The design of browsing and berrypicking techniques for the online search interface,1989,Online Review,https://doi.org/10.1108/eb024320,True,False,The design of browsing and berrypicking techniques for the online search interface,Marcia J. Bates,1989,Online Review,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_13,"Marchionini, G.",Information-seeking strategies of novices using a full-text electronic encyclopedia,1989,Journal of the American Society for Information Science,https://doi.org/10.1002/(SICI)1097-4571(199009)41:1<54::AID-ASI6>3.0.CO;2-L,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_14,"Belkin, N. J.",Anomalous states of knowledge as a basis for information retrieval,1980,Canadian Journal of Information Science,https://doi.org/10.1002/asi.4630320508,True,False,"Learning to program in structured cobol, parts 1 and 2. Edward Yourdon, Chris Cane, Irish Sarson, and Timothy R. Lister. Englewood Cliffs, NJ: Prentice‐Hall; 1979: xiv, 478 pp. ISBN 0‐13‐527713‐2",Marilyn Fishman,1981,Journal of the American Society for Information Science,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_15,"Ingwersen, P.",Cognitive perspectives of information retrieval interaction: elements of a cognitive IR theory,1996,Journal of Documentation,https://doi.org/10.1108/eb026960,True,False,COGNITIVE PERSPECTIVES OF INFORMATION RETRIEVAL INTERACTION: ELEMENTS OF A COGNITIVE IR THEORY,PETER INGWERSEN,1996,Journal of Documentation,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_16,"Saracevic, T.",Relevance: A review of the literature and a framework for thinking on the notion in information science. Part II: nature and manifestations of relevance,2007,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20682,True,False,Relevance: A review of the literature and a framework for thinking on the notion in information science. Part II: nature and manifestations of relevance,Tefko Saracevic,2007,Journal of the American Society for Information Science and Technology,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_17,"Hjørland, B.",Fundamentals of knowledge organization,2003,Knowledge Organization,https://doi.org/10.5771/0943-7444-2003-2-87,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_18,"Brookes, B. C.",The foundations of information science. Part I. Philosophical aspects,1980,Journal of Information Science,https://doi.org/10.1177/016555158000200202,True,False,Today's chal lenge — tomorrow's choice,Dennis A. Lewis,1980,Journal of Information Science,
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_19,"Bates, M. J.",The Getty end-user online searching project in the humanities: report no. 6: overview and conclusions,1996,College & Research Libraries,https://doi.org/10.5860/crl.57.6.514,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Use,Claude-Haiku,United Kingdom_Use_20,"Fidel, R.",Qualitative methods in information retrieval research,1993,Library & Information Science Research,https://doi.org/10.1016/0740-8188(93)90003-2,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_1,"Burchell, K., Rettie, R., & Patel, K.",Marketing social influence: Social media and word-of-mouth effects on customer acquisition,2013,Journal of Marketing Management,https://doi.org/10.1080/0267257X.2013.790111,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_2,"Dutton, W. H., & Blank, G.",Next generation users: The internet in Britain,2011,Oxford Internet Survey 2011,https://doi.org/10.2139/ssrn.1960655,True,True,Next Generation Users: The Internet in Britain,William H. Dutton; Grant Blank,2012,SSRN Electronic Journal,
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_3,"Dutton, W. H., Blank, G., & Groselj, D.",Cultures of the internet: The internet in Britain,2013,Oxford Internet Survey 2013,https://doi.org/10.2139/ssrn.2320591,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_4,"Dutton, W. H., Blank, G., & Groselj, D.",Measuring the internet: From internet penetration to communication patterns,2013,Oxford Internet Survey 2013,https://doi.org/10.2139/ssrn.2320592,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_5,"Dutton, W. H., Helsper, E. J., & Gerber, M. M.",The internet in Britain 2009,2009,Oxford Internet Survey 2009,https://doi.org/10.2139/ssrn.1427033,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_6,"Dutton, W. H., Shepherd, A., & Di Gennaro, C.",Digital divides and choices recessions: Britain in the 1990s and the 2000s,2007,Oxford Internet Survey 2007,https://doi.org/10.2139/ssrn.1033533,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_7,"Helsper, E. J., & Eynon, R.",Distinct skill pathways to digital engagement,2013,European Journal of Communication,https://doi.org/10.1177/0267323113483680,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_8,"Helsper, E. J., & Galacz, A.",Understanding the links between social and digital exclusion in Europe,2009,Oxford Internet Survey 2009,https://doi.org/10.2139/ssrn.1426077,True,False,The Legality of the 'Golden Share' under EC Law,Nadia Gaydarska,2011,SSRN Electronic Journal,
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_9,"Helsper, E. J., & Reisdorf, B. C.",A quantitative examination of explanations for reasons for internet nonuse,2013,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2012.0257,True,False,A Quantitative Examination of Explanations for Reasons for Internet Nonuse,Ellen J. Helsper; Bianca C. Reisdorf,2013,"Cyberpsychology, Behavior, and Social Networking",
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_10,"Helsper, E. J., & van Deursen, A. J.",Digital skills in Europe: Research and policy,2015,Digital Divides: The New Challenges and Opportunities of e-Inclusion,https://doi.org/10.4324/9781315742250,True,False,The Routledge Handbook of Philosophy of Animal Minds,,2017,,
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_11,"Helsper, E. J., Dutton, W. H., & Gerber, M. M.",To be a network society: A cross-national perspective on the internet in Britain,2009,Oxford Internet Survey 2009,https://doi.org/10.2139/ssrn.1426076,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_12,"Helsper, E. J., Eynon, R., & van Deursen, A. J.",Tangible outcomes of internet use: From digital skills to tangible outcomes project report,2015,Oxford Internet Institute,https://doi.org/10.2139/ssrn.2586884,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_13,"Helsper, E. J., Reisdorf, B. C., Duimel, M., & Kuiper, E.",Explaining internet usage: What we have learnt from large-scale surveys,2013,Oxford Internet Survey 2013,https://doi.org/10.2139/ssrn.2320593,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_14,"Helsper, E. J., van Deursen, A. J., & Eynon, R.",Tangible outcomes of Internet use: From digital skills to tangible outcomes project report,2015,Oxford Internet Institute,https://doi.org/10.2139/ssrn.2586884,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_15,"Helsper, E.J.",Digital inclusion: An analysis of social disadvantage and the information society,2008,Department for Communities and Local Government,https://doi.org/10.2139/ssrn.1308459,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_16,"Helsper, E.J., & Eynon, R.",Correlated of internet use,2010,Journal of Computer-Mediated Communication,https://doi.org/10.1111/j.1083-6101.2009.01439.x,True,False,"U.S. College Students’ Internet Use: Race, Gender and Digital Divides",Steve Jones; Camille Johnson-Yale; Sarah Millermaier,2009,Journal of Computer-Mediated Communication,
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_17,"Helsper, E.J., & Reisdorf, B.C.","The emergence of a ""digital underclass"" in Great Britain and Sweden: Changing reasons for digital exclusion",2017,New Media & Society,https://doi.org/10.1177/1461444815604154,True,False,Modeling the second-level digital divide: A five-country study of social differences in Internet use,Moritz Büchi; Natascha Just; Michael Latzer,2016,New Media &amp; Society,
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_18,"Helsper, E.J., Dutton, W.H., & Gerber, M.M.",The internet in Britain 2009,2009,Oxford Internet Survey 2009,https://doi.org/10.2139/ssrn.1427033,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_19,"Helsper, E.J., van Deursen, A.J., & Eynon, R.",Tangible outcomes of Internet use: From digital skills to tangible outcomes project report,2015,Oxford Internet Institute,https://doi.org/10.2139/ssrn.2586884,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Sharing,Claude-Haiku,United Kingdom_Sharing_20,"Reisdorf, B.C., & Groselj, D.",Internet (non-)use types and motivational access: Implications for digital inequalities research,2017,New Media & Society,https://doi.org/10.1177/1461444815621539,True,False,Internet (non-)use types and motivational access: Implications for digital inequalities research,Bianca C Reisdorf; Darja Groselj,2017,New Media &amp; Society,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_1,"Urquhart, C., & Yeoman, A.",Information behaviour of women: theoretical perspectives on gender,2010,Journal of Documentation,https://doi.org/10.1108/00220411011023634,True,False,The connection between purposive information seeking and information encountering,Ágústa Pálsdóttir,2010,Journal of Documentation,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_2,"Spink, A., & Cole, C.",Human information behavior: Integrating diverse approaches and information use,2006,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20249,True,False,Human information behavior: Integrating diverse approaches and information use,Amanda Spink; Charles Cole,2006,Journal of the American Society for Information Science and Technology,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_3,"Wilson, T. D.",Models in information behaviour research,1999,Journal of Documentation,https://doi.org/10.1108/EUM0000000007145,True,False,Models in information behaviour research,T.D. Wilson,1999,Journal of Documentation,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_4,"Bawden, D., & Robinson, L.","The dark side of information: overload, anxiety and other paradoxes and pathologies",2009,Journal of Information Science,https://doi.org/10.1177/0165551509336806,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_5,"Julien, H., & Michels, D.",Intra-individual information behaviour in daily life,2004,Information Processing & Management,https://doi.org/10.1016/j.ipm.2003.09.005,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_6,"Savolainen, R.","Everyday life information seeking: Approaching information seeking in the context of ""way of life",1995,Library & Information Science Research,https://doi.org/10.1016/0740-8188(95)90048-9,True,False,Everyday life information seeking: Approaching information seeking in the context of “way of life”,Reijo Savolainen,1995,Library &amp; Information Science Research,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_7,"Kuhlthau, C. C.",Inside the search process: Information seeking from the user's perspective,1991,Journal of the American Society for Information Science,https://doi.org/10.1002/(SICI)1097-4571(199106)42:5<361::AID-ASI6>3.0.CO;2-#,True,False,Inside the search process: Information seeking from the user's perspective,Carol C. Kuhlthau,1991,Journal of the American Society for Information Science,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_8,"Dervin, B.",From the mind's eye of the user: The sense-making qualitative-quantitative methodology,1992,Qualitative research in information management,https://doi.org/10.1016/B978-0-87845-080-4.50009-9,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_9,"Leckie, G. J., Pettigrew, K. E., & Sylvain, C.","Modeling the information seeking of professionals: a general model derived from research on engineers, health care professionals, and lawyers",1996,The Library Quarterly,https://doi.org/10.1086/602864,True,False,"Modeling the Information Seeking of Professionals: A General Model Derived from Research on Engineers, Health Care Professionals, and Lawyers",,1996,The Library Quarterly,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_10,"Wilson, T. D.",Information behaviour: an interdisciplinary perspective,1997,Information Processing & Management,https://doi.org/10.1016/S0306-4573(97)00028-9,True,False,Information behaviour: An interdisciplinary perspective,T.D. Wilson,1997,Information Processing &amp; Management,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_11,"Choo, C. W.","The knowing organization: How organizations use information to construct meaning, create knowledge and make decisions",1996,International Journal of Information Management,https://doi.org/10.1016/0268-4012(96)00020-5,True,False,"The knowing organization: How organizations use information to construct meaning, create knowledge and make decisions",C.W. Choo,1996,International Journal of Information Management,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_12,"Bates, M. J.",The design of browsing and berrypicking techniques for the online search interface,1989,Online review,https://doi.org/10.1108/eb024320,True,False,The design of browsing and berrypicking techniques for the online search interface,Marcia J. Bates,1989,Online Review,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_13,"Marchionini, G.",Information-seeking strategies of novices using a full-text electronic encyclopedia,1989,Journal of the American Society for Information Science,https://doi.org/10.1002/(SICI)1097-4571(199009)41:1<54::AID-ASI6>3.0.CO;2-L,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_14,"Belkin, N. J.",Anomalous states of knowledge as a basis for information retrieval,1980,Canadian Journal of Information Science,https://doi.org/10.1016/B978-0-12-221910-5.50008-4,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_15,"Ingwersen, P.",Cognitive perspectives of information retrieval interaction: elements of a cognitive IR theory,1996,Journal of Documentation,https://doi.org/10.1108/eb026970,True,False,CYBERSEMIOTICS: A NEW INTERDISCIPLINARY DEVELOPMENT APPLIED TO THE PROBLEMS OF KNOWLEDGE ORGANISATION AND DOCUMENT RETRIEVAL IN INFORMATION SCIENCE,SØREN BRIER,1996,Journal of Documentation,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_16,"Saracevic, T.",Relevance: A review of the literature and a framework for thinking on the notion in information science. Part II: nature and manifestations of relevance,2007,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20682,True,False,Relevance: A review of the literature and a framework for thinking on the notion in information science. Part II: nature and manifestations of relevance,Tefko Saracevic,2007,Journal of the American Society for Information Science and Technology,
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_17,"Hjørland, B.",Fundamentals of knowledge organization,2003,Knowledge Organization,https://doi.org/10.5771/0943-7444-2003-2-87,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_18,"Fidel, R.",Qualitative methods in information retrieval research,1993,Library & Information Science Research,https://doi.org/10.1016/0740-8188(93)90003-2,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_19,"Vakkari, P.",Task-based information searching,1999,Annual Review of Information Science and Technology,https://doi.org/10.1002/aris.1440330110,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Claude-Haiku,United Kingdom_Needs_20,"Bates, M. J.",The Getty end-user online searching project in the humanities: Report no. 6: Overview and conclusions,1996,College & Research Libraries,https://doi.org/10.5860/crl.57.6.514,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_1,"Wilson, T.D.",Human information behavior,2000,Informing Science,https://doi.org/10.28945/576,True,False,Human Information Behavior,T. D. Wilson,2000,Informing Science: The International Journal of an Emerging Transdiscipline,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_2,"Case, D.O.","Looking for information: A survey of research on information seeking, needs, and behavior",2012,Emerald Group Publishing Limited,https://doi.org/10.1108/00012531211288163,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_3,"Bawden, D., & Robinson, L.","The dark side of information: Overload, anxiety and other paradoxes and pathologies",2009,Journal of Information Science,https://doi.org/10.1177/0165551509336806,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_4,"Spink, A., & Cole, C.",Human information behavior: Integrating diverse approaches and information use,2006,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20249,True,False,Human information behavior: Integrating diverse approaches and information use,Amanda Spink; Charles Cole,2006,Journal of the American Society for Information Science and Technology,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_5,"Savolainen, R.","Information behavior and information practice: Reviewing the ""umbrella concepts"" of information-seeking studies",2007,The Library Quarterly,https://doi.org/10.1086/520540,True,False,"Use of Protective Gear and the Occurrence of Occupational Marburg Hemorrhagic Fever in Health Workers from Watsa Health Zone, Democratic Republic of the Congo",Matthias Borchert; Sabue Mulangu; Pierre Lefèvre,2007,The Journal of Infectious Diseases,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_6,"Kuhlthau, C.C.",Inside the search process: Information seeking from the user's perspective,1991,Journal of the American Society for Information Science,https://doi.org/10.1002/(SICI)1097-4571(199106)42:5<361::AID-ASI6>3.0.CO;2-#,True,False,Inside the search process: Information seeking from the user's perspective,Carol C. Kuhlthau,1991,Journal of the American Society for Information Science,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_7,"Julien, H., & Michels, D.",Intra-individual information behaviour in daily life,2004,Information Processing & Management,https://doi.org/10.1016/j.ipm.2003.09.005,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_8,"Heinström, J.","Fast surfing, broad scanning and deep diving: The influence of personality and study approach on students' information-seeking behavior",2005,Journal of Documentation,https://doi.org/10.1108/00220410510578089,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_9,"Haider, J., & Bawden, D.","Conceptions of ""information poverty"" in LIS: A discourse analysis",2007,Journal of Documentation,https://doi.org/10.1108/00220410710723860,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_10,"Godbold, N.",Beyond information seeking: Towards a general model of information behaviour,2006,Information Research,http://informationr.net/ir/11-4/paper269.html,False,False,,,,,Invalid DOI format
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_11,"Fidel, R., & Pejtersen, A.M.",From information behaviour research to the design of information systems: The Cognitive Work Analysis framework,2004,Information Research,http://informationr.net/ir/10-1/paper210.html,False,False,,,,,Invalid DOI format
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_12,"Erdelez, S.",Information encountering: It's more than just bumping into information,1999,Bulletin of the American Society for Information Science and Technology,https://doi.org/10.1002/bult.118,True,False,Information Encountering: It's More Than Just Bumping into Information,Sandra Erdelez,1999,Bulletin of the American Society for Information Science and Technology,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_13,"Dervin, B.",Sense-making theory and practice: An overview of user interests in knowledge seeking and use,1998,Journal of Knowledge Management,https://doi.org/10.1108/13673279810249369,True,False,Sense‐making theory and practice: an overview of user interests in knowledge seeking and use,Brenda Dervin,1998,Journal of Knowledge Management,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_14,"Choo, C.W.",Information management for the intelligent organization: The art of scanning the environment,2002,"Information Today, Inc.",https://doi.org/10.1108/00012530210429297,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_15,"Case, D.O., & Given, L.M.","Looking for information: A survey of research on information seeking, needs, and behavior",2016,Emerald Group Publishing Limited,https://doi.org/10.1108/EL-08-2014-0133,True,False,Building Communities: Social Networking for Academic Libraries,,2015,The Electronic Library,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_16,"Bates, M.J.",The design of browsing and berrypicking techniques for the online search interface,1989,Online Review,https://doi.org/10.1108/eb024320,True,False,The design of browsing and berrypicking techniques for the online search interface,Marcia J. Bates,1989,Online Review,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_17,"Bawden, D.",Information and digital literacies: A review of concepts,2001,Journal of Documentation,https://doi.org/10.1108/EUM0000000007083,True,False,Information and digital literacies: a review of concepts,David Bawden,2001,Journal of Documentation,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_18,"Agosto, D.E., & Hughes-Hassell, S.","Toward a model of the everyday life information needs of urban teenagers, part 1: Theoretical model",2006,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20451,True,False,"Toward a model of the everyday life information needs of urban teenagers, part 1: Theoretical model",Denise E. Agosto; Sandra Hughes‐Hassell,2006,Journal of the American Society for Information Science and Technology,
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_19,"Allen, T.J.",Managing the flow of technology: Technology transfer and the dissemination of technological information within the R&D organization,1977,MIT Press,https://doi.org/10.7551/mitpress/4372.001.0001,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Claude-Haiku,United Kingdom_Behavior_20,"Agarwal, N.K.",Towards a definition of serendipity in information behaviour,2015,Information Research,http://informationr.net/ir/20-3/paper675.html,False,False,,,,,Invalid DOI format
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_1,"Haas, A., & Unkel, J.",Ranking versus reputation: Perception and effects of search result credibility,2017,Behaviour & Information Technology,https://doi.org/10.1080/0144929X.2017.1381166,True,False,Ranking versus reputation: perception and effects of search result credibility,Alexander Haas; Julian Unkel,2017,Behaviour &amp; Information Technology,
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_2,"Heinström, J.",Five personality dimensions and their influence on information behaviour,2003,Information Research,https://doi.org/10.1108/00220410310472618,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_3,"Kohl, C., Mostafa, J., & Raamkumar, A. S.",Exploring the information seeking behavior of German university students in the context of academic libraries,2020,The Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2020.102163,True,False,Best practices for teaching and assessing critical thinking in information literacy online learning objects,Mandi Goodsett,2020,The Journal of Academic Librarianship,
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_4,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Investigating the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_5,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_6,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_7,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_8,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_9,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_10,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Claude-Haiku,Germany_Seeking_11,"Kohl, C., Raamkumar, A. S., & Mostafa, J.",Understanding the information seeking behavior of German university students in the context of academic libraries,2019,Proceedings of the 82nd ASIS&T Annual Meeting,https://doi.org/10.1002/pra2.2019.14505601104,False,False,,,,,DOI not found in CrossRef
