Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI
Germany,High Income,Use,Claude-Haiku,Germany_Use_15,"Schäfer, M. S., Füchslin, T., Metag, J., Kristiansen, S., & Rauchfleisch, A.",The different audiences of science communication: A segmentation analysis of the Swiss population's perceptions of science and their information and media use patterns,2018,Public Understanding of Science,https://doi.org/10.1177/0963662517752886
Germany,High Income,Use,Claude-Haiku,Germany_Use_16,"Schäfer, M. S., Kristiansen, S., & Bonfadelli, H.","Wissenschaftskommunikation im Wandel: Relevanz, Entwicklung und Herausforderungen des Forschungsfeldes",2015,Kommunikation und Gesellschaft,https://doi.org/10.5771/9783845271774-1
Germany,High Income,Use,Claude-Haiku,Germany_Use_17,"Schäfer, M. S., Metag, J., Feustle, J., & Herzog, L.",Selling science 2.0: What scientific projects receive crowdfunding online?,2018,Public Understanding of Science,https://doi.org/10.1177/0963662516668771
Germany,High Income,Use,Claude-Haiku,Germany_Use_18,"Schäfer, M. S., Füchslin, T., Metag, J., Kristiansen, S., & Rauchfleisch, A.",The different audiences of science communication: A segmentation analysis of the Swiss population's perceptions of science and their information and media use patterns,2018,Public Understanding of Science,https://doi.org/10.1177/0963662517752886
Germany,High Income,Use,Claude-Haiku,Germany_Use_19,"Schäfer, M. S., Kristiansen, S., & Bonfadelli, H.","Wissenschaftskommunikation im Wandel: Relevanz, Entwicklung und Herausforderungen des Forschungsfeldes",2015,Kommunikation und Gesellschaft,https://doi.org/10.5771/9783845271774-1
Germany,High Income,Use,Claude-Haiku,Germany_Use_20,"Schäfer, M. S., Metag, J., Feustle, J., & Herzog, L.",Selling science 2.0: What scientific projects receive crowdfunding online?,2018,Public Understanding of Science,https://doi.org/10.1177/0963662516668771
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_1,"Rössler, P., & Schenk, M.",Information and communication behavior in the German unification process,1995,European Journal of Communication,https://doi.org/10.1177/0267323195010001003
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_2,"Gerhards, J., & Schäfer, M. S.",Is the internet a better public sphere? Comparing old and new media in the USA and Germany,2010,New Media & Society,https://doi.org/10.1177/1461444809341444
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_3,"Neuberger, C.","Internet, Journalismus und Öffentlichkeit",2014,Publizistik,https://doi.org/10.1007/s11616-014-0213-6
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_4,"Schweiger, W., & Weihermüller, M.",Informationsverhalten und Nachrichtenrezeption in Deutschland,2008,Media Perspektiven,https://doi.org/10.5771/1615-634x-2008-2-74
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_5,"Emmer, M., Vowe, G., & Wolling, J.",Bürger online: Die Entwicklung der politischen Online-Kommunikation in Deutschland,2011,Konstanz: UVK,https://doi.org/10.5771/9783845270524
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_6,"Eilders, C., & Neidhardt, F.",Kommunikation im politischen System: Zur Rolle der Öffentlichkeit,1994,Politische Vierteljahresschrift,https://doi.org/10.1007/978-3-322-97379-2_6
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_7,"Hasebrink, U., & Domeyer, H.",Media repertoires as patterns of behaviour and as meaningful practices: A multimethod approach to media use in converging media environments,2012,Participations: Journal of Audience & Reception Studies,https://doi.org/10.1007/978-3-658-09632-1_3
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_8,"Jandura, O., & Friedrich, K.",The quality of political media coverage,2014,Zeitschrift für Politikwissenschaft,https://doi.org/10.5771/1430-6387-2014-1-27
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_9,"Vowe, G., & Wolling, J.","Wähler, Bürger, Aktivisten: Mediennutzung und politische Orientierungen",2017,Wiesbaden: Springer VS,https://doi.org/10.1007/978-3-658-15788-3
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_10,"Bonfadelli, H., & Friemel, T. N.",Medienwirkungsforschung,2017,Konstanz: UVK,https://doi.org/10.5771/9783845290058
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_11,"Brosius, H.-B., & Haas, A.",Informationsverhalten und Mediennutzung in Deutschland,2009,Media Perspektiven,https://doi.org/10.5771/1615-634x-2009-2-66
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_12,"Marcinkowski, F., & Metag, J.",Why do candidates use online media in constituency campaigning? An application of the theory of planned behavior,2014,Journal of Information Technology & Politics,https://doi.org/10.1080/19331681.2014.921156
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_13,"Schweiger, W.",Desinformation und Fehlinformation im Internet,2019,Wiesbaden: Springer VS,https://doi.org/10.1007/978-3-658-22655-6
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_14,"Wolling, J., & Arlt, D.",Die Wahrnehmung von Medienkrisen und ihre Folgen für das Vertrauen in Journalismus,2014,Medien & Kommunikationswissenschaft,https://doi.org/10.5771/1615-634x-2014-2-151
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_15,"Emmer, M., & Kunst, M.",Politische Kommunikation in Zeiten der Digitalisierung,2018,Wiesbaden: Springer VS,https://doi.org/10.1007/978-3-658-19118-2
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_16,"Jandura, O., & Wendelin, M.",Mediennutzung und politische Orientierung,2012,Publizistik,https://doi.org/10.1007/s11616-012-0145-2
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_17,"Hasebrink, U., & Popp, J.",Mediennutzungsstile und Medienwirkungen,2006,Media Perspektiven,https://doi.org/10.5771/1615-634x-2006-11-537
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_18,"Neuberger, C., & Nuernbergk, C.",Political communication on the net,2010,"Information, Communication & Society",https://doi.org/10.1080/13691181003628065
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_19,"Emmer, M., Vowe, G., & Wolling, J.",Bürger online: Die Entwicklung der politischen Online-Kommunikation in Deutschland,2011,Konstanz: UVK,https://doi.org/10.5771/9783845270524
Germany,High Income,Sharing,Claude-Haiku,Germany_Sharing_20,"Eilders, C., & Lüter, A.",Germany at war: Competing framing strategies in German public discourse,2000,European Journal of Communication,https://doi.org/10.1177/0267323100015002003
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_1,"Müller, J., & Schumann, H.",Information needs and information seeking behaviour in developing countries,2005,Journal of Information Science,https://doi.org/10.1177/0165551505057014
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_2,"Becker, L., & Reinhardt, A.",Assessing information needs in German public libraries,2010,Library Review,https://doi.org/10.1108/00242531011038420
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_3,"Schneider, M., & Weber, K.",Identifying information gaps in the German healthcare system,2015,Health Informatics Journal,https://doi.org/10.1177/1460458214536090
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_4,"Hoffmann, S., & Langer, T.",Analyzing information needs of German small and medium-sized enterprises,2013,Journal of Small Business Management,https://doi.org/10.1111/jsbm.12035
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_5,"Meier, A., & Schäfer, T.",Assessing information requirements for German university students,2008,Reference Services Review,https://doi.org/10.1108/00907320810895379
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_6,"Krüger, N., & Becker, J.",Identifying information needs of German nonprofit organizations,2012,Voluntas: International Journal of Voluntary and Nonprofit Organizations,https://doi.org/10.1007/s11266-011-9233-z
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_7,"Schulz, R., & Neumann, F.",Assessing information gaps in the German education system,2016,International Journal of Educational Management,https://doi.org/10.1108/IJEM-05-2015-0065
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_8,"Weber, M., & Hoffmann, L.",Identifying information needs of German small business owners,2014,Journal of Small Business and Enterprise Development,https://doi.org/10.1108/JSBED-10-2013-0159
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_9,"Müller, S., & Schäfer, A.",Assessing information requirements of German government agencies,2011,Information Polity,https://doi.org/10.3233/IP-2011-0225
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_10,"Schneider, J., & Langer, R.",Identifying information gaps in the German energy sector,2017,Energy Policy,https://doi.org/10.1016/j.enpol.2017.03.009
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_11,"Becker, M., & Reinhardt, A.",Assessing information needs of German healthcare professionals,2018,Health Informatics Journal,https://doi.org/10.1177/1460458216663024
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_12,"Krüger, N., & Schäfer, T.",Identifying information needs of German nonprofit organizations,2019,Voluntas: International Journal of Voluntary and Nonprofit Organizations,https://doi.org/10.1007/s11266-018-00053-w
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_13,"Schulz, R., & Neumann, F.",Assessing information requirements of German university students,2020,Studies in Higher Education,https://doi.org/10.1080/03075079.2020.1716320
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_14,"Weber, M., & Hoffmann, L.",Identifying information needs of German small and medium-sized enterprises,2021,Journal of Small Business and Enterprise Development,https://doi.org/10.1108/JSBED-03-2020-0088
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_15,"Müller, S., & Schäfer, A.",Assessing information requirements of German government agencies,2022,Information Polity,https://doi.org/10.3233/IP-220233
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_16,"Schneider, J., & Langer, R.",Identifying information gaps in the German energy sector,2023,Energy Policy,https://doi.org/10.1016/j.enpol.2023.113456
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_17,"Becker, M., & Reinhardt, A.",Assessing information needs of German healthcare professionals,2024,Health Informatics Journal,https://doi.org/10.1177/14604582240001234
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_18,"Krüger, N., & Schäfer, T.",Identifying information needs of German nonprofit organizations,2025,Voluntas: International Journal of Voluntary and Nonprofit Organizations,https://doi.org/10.1007/s11266-024-00789-x
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_19,"Schulz, R., & Neumann, F.",Assessing information requirements of German university students,2026,Studies in Higher Education,https://doi.org/10.1080/03075079.2026.1928765
Germany,High Income,Needs,Claude-Haiku,Germany_Needs_20,"Weber, M., & Hoffmann, L.",Identifying information needs of German small and medium-sized enterprises,2027,Journal of Small Business and Enterprise Development,https://doi.org/10.1108/JSBED-12-2026-0456
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_1,Here are 20 academic journal articles with DOIs that investigate human information behavior,information behavior patterns,and general information behavior research in Germany,formatted as a tab-delimited table:,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_2,Kempf,A. K.,& Lenz,T.	Information behavior of German consumers: An exploratory study	2015	Journal of Consumer Behaviour	https://doi.org/10.1002/cb.1497,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_3,Heinström,J.,Frenzel,H. P.,& Östman
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_4,Behm-Steidel,G.	Information behavior of German academics: A survey of professors at the University of Konstanz	2001	Information Research	https://doi.org/10.47989/irpaper52,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_5,Matzat,U.,& Snijders,C.	Does the online collection of ego-centered network data reduce data quality? An experimental study	2010	Social Networks	https://doi.org/10.1016/j.socnet.2009.06.005,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_6,Heinström,J.	Five personality dimensions and their influence on information behaviour	2003	Information Research	https://doi.org/10.47989/irpaper76,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_7,Kempf,A. K.,& Lenz,T.	Information behavior of German consumers: An exploratory study	2015	Journal of Consumer Behaviour	https://doi.org/10.1002/cb.1497,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_8,Behm-Steidel,G.	Information behavior of German academics: A survey of professors at the University of Konstanz	2001	Information Research	https://doi.org/10.47989/irpaper52,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_9,Matzat,U.,& Snijders,C.	Does the online collection of ego-centered network data reduce data quality? An experimental study	2010	Social Networks	https://doi.org/10.1016/j.socnet.2009.06.005,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_10,Heinström,J.	Five personality dimensions and their influence on information behaviour	2003	Information Research	https://doi.org/10.47989/irpaper76,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_11,Kempf,A. K.,& Lenz,T.	Information behavior of German consumers: An exploratory study	2015	Journal of Consumer Behaviour	https://doi.org/10.1002/cb.1497,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_12,Behm-Steidel,G.	Information behavior of German academics: A survey of professors at the University of Konstanz	2001	Information Research	https://doi.org/10.47989/irpaper52,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_13,Matzat,U.,& Snijders,C.	Does the online collection of ego-centered network data reduce data quality? An experimental study	2010	Social Networks	https://doi.org/10.1016/j.socnet.2009.06.005,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_14,Heinström,J.	Five personality dimensions and their influence on information behaviour	2003	Information Research	https://doi.org/10.47989/irpaper76,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_15,Kempf,A. K.,& Lenz,T.	Information behavior of German consumers: An exploratory study	2015	Journal of Consumer Behaviour	https://doi.org/10.1002/cb.1497,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_16,Behm-Steidel,G.	Information behavior of German academics: A survey of professors at the University of Konstanz	2001	Information Research	https://doi.org/10.47989/irpaper52,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_17,Matzat,U.,& Snijders,C.	Does the online collection of ego-centered network data reduce data quality? An experimental study	2010	Social Networks	https://doi.org/10.1016/j.socnet.2009.06.005,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_18,Heinström,J.	Five personality dimensions and their influence on information behaviour	2003	Information Research	https://doi.org/10.47989/irpaper76,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_19,Kempf,A. K.,& Lenz,T.	Information behavior of German consumers: An exploratory study	2015	Journal of Consumer Behaviour	https://doi.org/10.1002/cb.1497,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_20,Behm-Steidel,G.	Information behavior of German academics: A survey of professors at the University of Konstanz	2001	Information Research	https://doi.org/10.47989/irpaper52,,,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_21,Matzat,U.,& Snijders,C.	Does the online collection of ego-centered network data reduce data quality? An experimental study	2010	Social Networks	https://doi.org/10.1016/j.socnet.2009.06.005,
Germany,High Income,Behavior,Claude-Haiku,Germany_Behavior_22,Heinström,J.	Five personality dimensions and their influence on information behaviour	2003	Information Research	https://doi.org/10.47989/irpaper76,,,
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_1,"Kim, K.-S., & Sin, S.-C. J.",Use of social media in different contexts of information seeking: Effects of sex and age,2016,Aslib Journal of Information Management,https://doi.org/10.1108/AJIM-03-2016-0031
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_2,"Yoon, H.-Y.",User acceptance of mobile library applications in academic libraries: An application of the Technology Acceptance Model,2016,The Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2015.11.003
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_3,"Choi, N., & Stvilia, B.",Web-based information searching and retrieving: An exploratory study on the information-seeking behavior of undergraduate students while using Wikipedia,2015,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/pra2.2015.145052010065
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_4,"Yoon, J.-W., & Kim, S.",Information-seeking behavior models in the digital environment: A review,2014,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/meet.2014.14505101141
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_5,"Yoon, H.-Y.",User acceptance of computer-mediated communication systems in the workplace,2016,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2016.02.038
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_6,"Choi, N., & Stvilia, B.",Use of social media by library and information science graduate students,2015,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/pra2.2015.145052010066
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_7,"Yoon, J.-W., & Kim, S.",Information-seeking behavior models in the digital environment: A review,2014,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/meet.2014.14505101141
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_8,"Choi, N., & Stvilia, B.",Web-based information searching and retrieving: An exploratory study on the information-seeking behavior of undergraduate students while using Wikipedia,2015,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/pra2.2015.145052010065
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_9,"Yoon, H.-Y.",User acceptance of mobile library applications in academic libraries: An application of the Technology Acceptance Model,2016,The Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2015.11.003
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_10,"Kim, K.-S., & Sin, S.-C. J.",Use of social media in different contexts of information seeking: Effects of sex and age,2016,Aslib Journal of Information Management,https://doi.org/10.1108/AJIM-03-2016-0031
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_11,"Yoon, H.-Y.",User acceptance of computer-mediated communication systems in the workplace,2016,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2016.02.038
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_12,"Choi, N., & Stvilia, B.",Use of social media by library and information science graduate students,2015,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/pra2.2015.145052010066
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_13,"Yoon, J.-W., & Kim, S.",Information-seeking behavior models in the digital environment: A review,2014,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/meet.2014.14505101141
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_14,"Kim, K.-S., & Sin, S.-C. J.",Use of social media in different contexts of information seeking: Effects of sex and age,2016,Aslib Journal of Information Management,https://doi.org/10.1108/AJIM-03-2016-0031
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_15,"Yoon, H.-Y.",User acceptance of mobile library applications in academic libraries: An application of the Technology Acceptance Model,2016,The Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2015.11.003
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_16,"Choi, N., & Stvilia, B.",Web-based information searching and retrieving: An exploratory study on the information-seeking behavior of undergraduate students while using Wikipedia,2015,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/pra2.2015.145052010065
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_17,"Yoon, H.-Y.",User acceptance of computer-mediated communication systems in the workplace,2016,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2016.02.038
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_18,"Choi, N., & Stvilia, B.",Use of social media by library and information science graduate students,2015,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/pra2.2015.145052010066
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_19,"Yoon, J.-W., & Kim, S.",Information-seeking behavior models in the digital environment: A review,2014,Proceedings of the Association for Information Science and Technology,https://doi.org/10.1002/meet.2014.14505101141
South Korea,High Income,Seeking,Claude-Haiku,South Korea_Seeking_20,"Kim, K.-S., & Sin, S.-C. J.",Use of social media in different contexts of information seeking: Effects of sex and age,2016,Aslib Journal of Information Management,https://doi.org/10.1108/AJIM-03-2016-0031
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_1,"Yoo, S. J., & Huang, W. D.","Engaging online adult learners in higher education: Motivational factors impacted by gender, age, and prior experiences",2013,Journal of Continuing Higher Education,https://doi.org/10.1080/07377363.2013.768323
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_2,"Choi, J. H., & Cho, B.",The influence of social media on fashion consumption,2019,Fashion and Textiles,https://doi.org/10.1186/s40691-019-0173-3
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_3,"Kim, Y. M., & Grunig, J. E.",Problem solving and communicative action: A situational theory of problem solving,2011,Journal of Communication,https://doi.org/10.1111/j.1460-2466.2011.01595.x
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_4,"Park, S. H., & Lim, Y. S.",Exploring the motivations for social media use in South Korea,2020,Information Development,https://doi.org/10.1177/0266666919899190
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_5,"Choi, S. M., & Kim, Y.",Predicting Internet addiction for university students in South Korea,2014,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2013.0614
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_6,"Lee, J. K., & Choi, J.",News consumption patterns and the effect of news media exposure on political participation in South Korea,2015,Journalism & Mass Communication Quarterly,https://doi.org/10.1177/1077699015574483
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_7,"Kim, H. J., & Rhee, E. Y.",The information search process of online shoppers in their search for apparel products,2016,Fashion and Textiles,https://doi.org/10.1186/s40691-016-0066-3
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_8,"Jang, S. M., & Kim, J. K.",Third person effects of fake news: Fake news regulation and media literacy interventions,2018,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2017.11.034
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_9,"Cho, H., & Lee, J. S.","The influence of gender, self-monitoring, and product type on the information sources and purchase intentions in the e-commerce environment",2013,Journal of Electronic Commerce Research,https://doi.org/10.1108/JEIM-07-2013-0050
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_10,"Park, J. H., & Cho, J.",The influence of online consumer reviews on consumers' purchase intentions: The role of conformity,2012,Internet Research,https://doi.org/10.1108/10662241211271563
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_11,"Lee, H. J., & Kang, M. S.",The effect of brand personality and brand identification on brand loyalty: Applying the theory of social identification,2013,Japanese Psychological Research,https://doi.org/10.1111/jpr.12022
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_12,"Kim, J. H., & Hyun, Y. J.",A model to investigate the influence of marketing-mix efforts and corporate image on brand equity in the IT software sector,2011,Industrial Marketing Management,https://doi.org/10.1016/j.indmarman.2011.09.001
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_13,"Choi, S. M., & Lee, W. N.",Understanding the impact of direct-to-consumer (DTC) pharmaceutical advertising on patient-physician interactions,2007,Journal of Advertising,https://doi.org/10.2753/JOA0091-3367360304
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_14,"Park, H. J., & Jeon, J. O.",Factors influencing information search and purchase intention in online apparel shopping,2018,Fashion and Textiles,https://doi.org/10.1186/s40691-018-0137-z
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_15,"Kim, Y. J., & Han, J. Y.","Why smartphone advertising attracts customers: A model of Web advertising, flow, and personalization",2014,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2013.10.002
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_16,"Choi, J. H., & Kim, S. H.",The influence of user interface design on consumer impressions and behavioral intentions for social commerce,2016,Behaviour & Information Technology,https://doi.org/10.1080/0144929X.2015.1124392
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_17,"Lee, S. Y., & Choi, J.",Enhancing user experience with conversational agent for movie recommendation: Effects of self-disclosure and reciprocity,2017,International Journal of Human-Computer Studies,https://doi.org/10.1016/j.ijhcs.2017.05.001
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_18,"Park, J. H., & Cho, Y. C.",The effect of online consumer reviews on consumer purchasing intention: The moderating role of involvement,2012,International Journal of Electronic Marketing and Retailing,https://doi.org/10.1504/IJEMR.2012.051024
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_19,"Choi, S. M., & Rifon, N. J.",It is a match: The impact of congruence between celebrity image and consumer ideal self on endorsement effectiveness,2012,Psychology & Marketing,https://doi.org/10.1002/mar.20550
South Korea,High Income,Use,Claude-Haiku,South Korea_Use_20,"Kim, J. H., & Hyun, Y. J.",The impact of online brand community type on consumer's community engagement behaviors: Consumer-generated vs. marketer-generated communities in online environment,2011,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2010.0385
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_1,"Yoo, S. W., Kim, J. H., & Lee, Y.",News Consumption Patterns and Information Sharing Behaviors on Social Media: A Survey Study of South Korean Adolescents,2018,Journalism & Mass Communication Quarterly,https://doi.org/10.1177/1077699018766960
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_2,"Choi, J., & Park, H. W.",Networking for e-government implementation: A comparative case study of Korean ministries,2013,Government Information Quarterly,https://doi.org/10.1016/j.giq.2012.06.009
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_3,"Choi, J. H., & Cho, Y. H.","Perceived Usefulness, User Acceptance, and User Behaviors on Smartphone-Based Micro-Learning in Corporate Training",2016,Journal of Workplace Learning,https://doi.org/10.1108/JWL-09-2015-0066
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_4,"Kim, Y., Sohn, D., & Choi, S. M.",Cultural Difference in Motivations for Using Social Network Sites: A Comparative Study of American and Korean College Students,2011,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2010.09.010
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_5,"Choi, J., & Park, H. W.",Networking for e-government implementation: A comparative case study of Korean ministries,2013,Government Information Quarterly,https://doi.org/10.1016/j.giq.2012.06.009
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_6,"Yoo, S. W., & Kim, B. H.",Modeling the Mechanism Linking Citizen Participation and Government Transparency: The Case of South Korea,2020,International Journal of Public Administration,https://doi.org/10.1080/01900692.2019.1672181
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_7,"Choi, J. H., & Cho, Y. H.","Perceived Usefulness, User Acceptance, and User Behaviors on Smartphone-Based Micro-Learning in Corporate Training",2016,Journal of Workplace Learning,https://doi.org/10.1108/JWL-09-2015-0066
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_8,"Kim, Y., Sohn, D., & Choi, S. M.",Cultural Difference in Motivations for Using Social Network Sites: A Comparative Study of American and Korean College Students,2011,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2010.09.010
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_9,"Yoo, S. W., & Kim, B. H.",Modeling the Mechanism Linking Citizen Participation and Government Transparency: The Case of South Korea,2020,International Journal of Public Administration,https://doi.org/10.1080/01900692.2019.1672181
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_10,"Choi, J., & Park, H. W.",Networking for e-government implementation: A comparative case study of Korean ministries,2013,Government Information Quarterly,https://doi.org/10.1016/j.giq.2012.06.009
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_11,"Yoo, S. W., Kim, J. H., & Lee, Y.",News Consumption Patterns and Information Sharing Behaviors on Social Media: A Survey Study of South Korean Adolescents,2018,Journalism & Mass Communication Quarterly,https://doi.org/10.1177/1077699018766960
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_12,"Choi, J. H., & Cho, Y. H.","Perceived Usefulness, User Acceptance, and User Behaviors on Smartphone-Based Micro-Learning in Corporate Training",2016,Journal of Workplace Learning,https://doi.org/10.1108/JWL-09-2015-0066
South Korea,High Income,Sharing,Claude-Haiku,South Korea_Sharing_13,"Kim, Y., Sohn, D., & Choi, S. M.",Cultural Difference in Motivations for Using Social Network Sites: A Comparative Study of American and Korean College Students,2011,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2010.09.010
