Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
United Kingdom,High Income,Needs,Gemini-Flash-Lite,United Kingdom_Needs_9,"Fisher, K.E., Erdelez, S., & McKechnie, L.",Theories of information behavior,2005,Information Today,10.1007/978-3-319-60085-9_2,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Gemini-Flash-Lite,United Kingdom_Needs_10,"Sonnenwald, D.H.",Communication approaches to information seeking and use,1996,Annual Review of Information Science and Technology,10.1002/aris.1450310105,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Gemini-Flash-Lite,United Kingdom_Needs_11,"Nilan, M.S. & Stahlschmidt, S.",Information needs and information seeking in the context of everyday life,1993,Information Processing & Management,10.1016/0306-4573(93)90005-H,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Needs,Gemini-Flash-Lite,United Kingdom_Needs_12,"Johnson, C.",Information behaviour in the digital age: An interdisciplinary perspective,2010,Chandos Publishing,10.1016/B978-1-84334-546-9.00002-2,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_1,"Case, D.O.","Looking for information: A survey of research on information seeking, needs, and behavior",2002,Academic Press,10.1016/B978-012163071-6/50003-5,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_2,"Chatman, E.A.",The information world of low-income women,1992,Library & Information Science Research,10.1016/0740-8188(92)90003-4,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_3,"Fisher, K.E.; Erdelez, S.; McKechnie, L.",Theories of information behavior,2005,Information Today,10.1007/978-3-540-28206-9_2,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_4,"Bates, M.J.",Information behavior,2005,Annual Review of Information Science and Technology,10.1002/aris.1450390105,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_5,"Kuhlthau, C.C.",Seeking meaning: A process approach to library and information services,1993,Libraries Unlimited,10.4324/9781003059557-1,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_6,"Spink, A.; Cole, C.",Human information behavior,2006,Information Today,10.1007/978-3-540-28206-9_1,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_7,"Taylor, R.S.",Information use environments,1991,Progress in Communication Sciences,10.1016/S0163-6847(08)60004-8,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_8,"Ingwersen, P.",Information retrieval interaction,1992,Taylor Graham,10.1007/978-3-642-77954-6_1,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_9,"Vakkari, P.",Information seeking in context: A review of research on information seeking in work settings,2003,Information Research,10.4324/9781003059557-1,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_10,"Hsieh-Yee, I.",Information needs and information seeking behavior of immigrants: A review of the literature,2001,Library & Information Science Research,10.1016/S0740-8188(01)00071-7,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_11,"Sonnenwald, D.H.",Human-computer interaction and information retrieval,1996,Annual Review of Information Science and Technology,10.1002/aris.1450310106,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_12,"Johnson, J.D.",Information seeking,2009,Oxford University Press,10.1093/oxfordhb/9780195370279.003.0002,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Behavior,Gemini-Flash-Lite,United Kingdom_Behavior_13,"Nardi, B.A.; Whittaker, S.; Bradner, E.",Interaction and outeraction: Instant messaging in action,2000,Computer Supported Cooperative Work (CSCW),10.1023/A:1008781525622,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_1,"Kuhlthau, C. C.",Information search process: A summary of research and implications for instruction,1991,School Library Media Quarterly,10.1007/s10791-010-9146-z,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_2,"Spink, A. & Cole, C.",Human information behavior: An overview,2006,Information Processing & Management,10.1016/j.ipm.2005.06.006,True,False,Examining and improving the effectiveness of relevance feedback for retrieval of scanned text documents,Adenike M. Lam-Adesina; Gareth J.F. Jones,2006,Information Processing &amp; Management,
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_3,"Bates, M. J.",Information search tactics,1979,Information Processing & Management,10.1016/0306-4573(79)90006-0,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_4,"Case, D. O.","Looking for information: A survey of research on information seeking, needs, and behavior",2016,Emerald Publishing Limited,10.1108/S0276-3977(2016)0000032003,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_5,"Chatman, E. A.",The information world of retired women,1996,The Library Quarterly,10.1086/602808,True,False,"<i>The Humanities: A Selective Guide to Information Sources</i>. Ron Blazek , Elizabeth Aversa",,1995,The Library Quarterly,
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_6,"Dervin, B.",From the micro to the macro: Information-seeking as sense-making,1999,Information Processing & Management,10.1016/S0306-4573(98)00053-3,True,False,Discussion,,1999,Information Processing &amp; Management,
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_7,"Taylor, R. S.",Question-negotiation and information seeking in libraries,1968,College & Research Libraries,10.5860/crl.29.3.178,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_8,"Marchionini, G.",Information seeking in electronic environments,1995,Cambridge University Press,10.1017/CBO9780511556187,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_9,"Ingwersen, P.",Information retrieval interaction,1992,Taylor & Francis,10.4324/9780203209568,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_10,"Vakkari, P.",Information seeking in context: A review of research on information seeking in work settings,2003,Information Research,10.4324/9780203209568,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_11,"Heinström, J.",Five personality traits and their influence on information behaviour,2003,Information Research,10.4324/9780203209568,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_12,"Fisher, K. E. & Erdelez, S.",Information encountering,2004,Annual Review of Information Science and Technology,10.1002/aris.1440380106,True,False,The use of web search engines in information science research,Judit Bar‐Ilan,2004,Annual Review of Information Science and Technology,
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_13,"Sonnenwald, D. H.",Communication approaches to information seeking and use,1996,Annual Review of Information Science and Technology,10.1002/aris.1440310105,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Seeking,Gemini-Flash-Lite,Germany_Seeking_14,"Wildemuth, B. M.",Information seeking behavior and technology,2009,Academic Press,10.1016/B978-0-12-374855-7.00001-3,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_1,"Hasebrink, U. & Thomas, T.",Media use and media effects in Germany: A longitudinal study,2010,Communications,10.1515/COMM.2010.001,True,False,Portrayals of older adults in UK magazine advertisements: Relevance of target audience,Angie Williams; Virpi Ylänne; Paul Mark Wadleigh,2010,Communications,
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_2,"Wirth, W., Schramm, H., & von Pape, T.",The influence of media on political attitudes in Germany,2006,Political Communication,10.1080/10584600600801837,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_3,"Lüders, M.",Framing climate change in German newspapers,2007,Environmental Communication,10.1080/17524030701483495,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_4,"Rössler, P. & Hoffmann, C.",The impact of the Internet on political participation in Germany,2008,New Media & Society,10.1177/1461444807087765,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_5,"Eilders, C. & Klinger, U.",The use of social media for political communication in Germany,2011,"Information, Communication & Society",10.1080/1369118X.2011.552798,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_6,"Scharkow, M. & Reinecke, L.",The use of mobile media in Germany,2010,Mobile Media & Communication,10.1177/1553350610378088,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_7,"Pfetsch, B.",The role of the media in the German election campaigns,2006,German Politics,10.1080/09644000600867699,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_8,"Schulz, W. & Held, T.",The impact of the Internet on political participation in Germany,2004,"Media, Culture & Society",10.1177/0163443704026005002,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_9,"Voltmer, K.",The role of the media in the German political system,2000,West European Politics,10.1080/01402380008425393,True,False,The March 2000 Spanish election: A ‘critical election'?,Raj S. Chari,2000,West European Politics,
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_10,"Wessler, H.",The impact of media on public opinion formation in Germany,2001,Communications,10.1515/COMM.2001.001,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_1,"Reinemann, C., Stöber, J., & Vliegenthart, R.",The impact of media coverage on public opinion: A meta-analysis of experimental studies,2012,Communications,10.1515/comm-2012-0001,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_2,"Hase, V., & Löffelholz, M.",The impact of social media on political participation: A comparative study of Germany and the United States,2015,"Information, Communication & Society",10.1080/1369118X.2014.959486,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_3,"Schmidt, J. H., & Brüggemann, M.",Climate change communication in Germany: A longitudinal analysis of media coverage and public opinion,2012,Environmental Communication,10.1080/17524032.2011.636553,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_4,"Scharkow, M., & Bachmann, I.",The effects of media multitasking on cognitive performance: A meta-analysis,2016,Communication Research,10.1177/0093650214566666,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_5,"Knobloch-Westerwick, S., & Hastall, M. R.",The influence of selective exposure on political attitudes: A meta-analysis,2010,Communication Research,10.1177/0093650210378845,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_6,"Schulz, A., & Held, D.",The role of the media in the 2017 German federal election: A content analysis,2018,Political Communication,10.1080/10584609.2018.1458789,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_7,"Voltmer, K.",Political communication in Germany: A critical assessment,2010,West European Politics,10.1080/01402381003789748,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_8,"Tresch, A., & Klinger, U.",The role of social media in the 2013 German federal election,2014,"Information, Communication & Society",10.1080/1369118X.2014.915767,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_9,"Wessler, H.",The impact of media on public opinion formation: A meta-analysis,2008,Communications,10.1515/COMM.2008.001,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_1,"Becker, F.; Weber, C.",Requirements Engineering Practices in German Software Development Companies,2018,Software & Systems Modeling,10.1007/s10270-017-0592-z,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_2,"Klein, S.; Meier, L.",Information Gap Analysis in the German Healthcare System: A Case Study,2021,Health Policy,10.1016/j.healthpol.2021.01.008,True,False,Explaining variation in health information seeking behaviour – Insights from a multilingual survey,Henrike Schmidt; Eva-Maria Wild; Jonas Schreyögg,2021,Health Policy,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_3,"Hoffmann, T.; Schulz, P.",The Role of Information in German Energy Policy: An Assessment,2019,Energy Policy,10.1016/j.enpol.2019.04.031,True,False,Fuel poverty and Well-Being:A consumer theory and stochastic frontier approach,Ana Rodriguez-Alvarez; Luis Orea; Tooraj Jamasb,2019,Energy Policy,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_4,"Wagner, K.; Braun, J.",Identifying Information Needs for Sustainable Urban Development in Germany,2022,Cities,10.1016/j.cities.2022.103698,True,False,Resettlement cities: A mixture model analysis of the dispersion and placement strategy of U.S. refugee policy,Odessa Gonzalez Benson; Richard Smith; Chiho Song,2022,Cities,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_5,"Keller, D.; Richter, G.",Information Needs and Seeking Behavior of German Citizens During the COVID-19 Pandemic,2021,"Information, Communication & Society",10.1080/1369118X.2021.1920345,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_6,"Bergmann, U.; Koch, R.",Information Gap Analysis in German Public Administration: Challenges and Opportunities,2020,Public Administration,10.1111/padm.12657,True,False,Policy design and public support for carbon tax: Evidence from a 2018 <scp>US</scp> national online survey experiment,Nives Dolšak; Christopher Adolph; Aseem Prakash,2020,Public Administration,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_7,"Schröder, C.; Zimmermann, E.",Requirements Management in German Manufacturing Companies: A Survey,2018,Production Planning & Control,10.1080/09537287.2018.1448789,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_8,"Weiss, M.; Frank, T.",Requirements Prioritization in German Software Projects,2017,Information and Software Technology,10.1016/j.infsof.2017.04.003,True,False,"A historical, textual analysis approach to feature location",Muslim Chochlov; Michael English; Jim Buckley,2017,Information and Software Technology,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_9,"Roth, P.; König, A.",Information Needs Assessment for Smart City Initiatives in Germany,2020,Technological Forecasting and Social Change,10.1016/j.techfore.2020.119999,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_10,"Schneider, O.; Werner, B.",Information Gap Analysis in the German Education System,2021,Educational Management Administration & Leadership,10.1177/1741143220919789,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_11,"Graf, L.; Schulz, M.",Requirements Engineering for German E-Government Services,2018,Government Information Quarterly,10.1016/j.giq.2018.03.001,True,False,Leveraging social media to achieve a community policing agenda,Christine B. Williams; Jane Fedorowicz; Andrea Kavanaugh,2018,Government Information Quarterly,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_12,"Zimmermann, H.; Müller, K.",Information Gap Analysis in German Libraries,2022,Library & Information Science Research,10.1016/j.lisr.2022.101175,True,False,Exploring user experience in digital libraries through questionnaire and eye-tracking data,Maja Kuhar; Tanja Merčun,2022,Library &amp; Information Science Research,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_13,"Peters, F.; Schmidt, D.",Requirements Traceability in German Aerospace Projects,2017,Aerospace Science and Technology,10.1016/j.ast.2017.05.023,True,False,"Robust weighted fusion Kalman estimators for systems with multiplicative noises, missing measurements and uncertain-variance linearly correlated white noises",Xuemei Wang; Wenqiang Liu; Zili Deng,2017,Aerospace Science and Technology,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_14,"Brandt, E.; Weber, J.",Information Needs of German Farmers in the Context of Precision Agriculture,2020,Computers and Electronics in Agriculture,10.1016/j.compag.2020.105864,True,False,Agricultural crop discrimination in a heterogeneous low-mountain range region based on multi-temporal and multi-sensor satellite data,Isaac Kyere; Thomas Astor; Rüdiger Graß,2020,Computers and Electronics in Agriculture,
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_15,"Kaiser, G.; Klein, H.",Information Gap Analysis in German Environmental Policy,2021,Environmental Policy and Governance,10.1002/eet.1949,True,False,Issue Information,,2022,Environmental Policy and Governance,
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_1,"Herold, C.",Information literacy in German schools: A comparative analysis,2018,Education and Information Technologies,10.1007/s10639-017-9648-x,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_2,"Kühn, J. & Wimmer, R.",The role of trust in online information seeking: A study of German internet users,2019,Information Research,10.47989/irjr.v24i3.1400,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_3,"Becker, A.",The impact of social media on political information seeking in Germany,2018,New Media & Society,10.1177/1461444817719876,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_4,"Fischer, S. & Müller, L.",Information seeking and decision-making in healthcare: A German perspective,2022,Health Communication,10.1080/10410236.2021.1923456,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_5,"Klein, P.",The use of Wikipedia in German higher education: A case study,2019,Computers & Education,10.1016/j.compedu.2018.11.005,True,False,Identification of personal traits in adaptive learning environment: Systematic literature review,Nur Baiti Afini Normadhi; Liyana Shuib; Hairul Nizam Md Nasir,2019,Computers &amp; Education,
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_6,"Braun, K.",The digital divide in Germany: Access to information and its implications,2017,"Information, Communication & Society",10.1080/1369118X.2016.1185432,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_7,"Wagner, B. & Hoffmann, E.",Information seeking in the workplace: A study of German employees,2020,Library & Information Science Research,10.1016/j.lisr.2019.101000,True,False,Towards better information services: A framework for immigrant information needs and library services,Chunying Wang; Ruhua Huang; Jiyuan Li,2020,Library &amp; Information Science Research,
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_8,"Keller, U.",The role of search engines in information seeking: A German perspective,2019,Online Information Review,10.1108/OIR-03-2019-0091,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_9,"Wolf, M. & Schneider, F.",The impact of mobile devices on information seeking: A German case study,2020,Mobile Media & Communication,10.1177/2050157920900000,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_10,"Bauer, L. & Huber, S.",Information behavior and political participation in Germany,2022,Political Communication,10.1080/10584609.2021.1999999,False,False,,,,,DOI not found in CrossRef
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_11,"Frank, T.",The use of open access resources in German academic research,2019,Learned Publishing,10.1002/leap.1234,True,False,Turning FAIR into reality: Review,Tom Hill,2019,Learned Publishing,
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_1,"Choi, B., & Lee, J.",Search strategies and information needs of Korean researchers in the humanities,2019,Library & Information Science Research,10.1016/j.lisr.2019.01.001,True,False,Entertainment media and the information practices of queer individuals,Diana Floegel; Kaitlin L. Costello,2019,Library &amp; Information Science Research,
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_2,"Lee, S., & Kim, M.",Mobile information seeking in South Korea: Examining the role of smartphones,2016,Telematics and Informatics,10.1016/j.tele.2016.03.005,True,False,What drives electronic word-of-mouth on social networking sites? Perspectives of social capital and self-determination,Tien Wang; Ralph Keng-Jung Yeh; Charlie Chen,2016,Telematics and Informatics,
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_3,"Kim, D., & Park, H.",The use of social media for information seeking among Korean adolescents,2020,Computers in Human Behavior,10.1016/j.chb.2020.106488,True,False,Examining how online risk exposure and online social capital influence adolescent psychological stress,Rose Maghsoudi; Jennifer Shapka; Pamela Wisniewski,2020,Computers in Human Behavior,
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_4,"Jung, E., & Oh, S.",Information literacy skills and information seeking behavior of Korean elementary school students,2015,Education and Information Technologies,10.1007/s10639-014-9319-x,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_5,"Kim, S., & Choi, Y.",Information seeking in the context of health: A study of Korean patients,2017,Health Communication,10.1080/10410236.2016.1188666,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_6,"Lee, J., & Kim, H.",The role of trust in online information seeking: A study of Korean e-commerce users,2019,Electronic Commerce Research and Applications,10.1016/j.elerap.2019.100899,True,False,Retailer’s return policy in the presence of P2P secondary market,Weimin Ma; Chenrui Zhao; Hua Ke,2020,Electronic Commerce Research and Applications,
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_7,"Kim, Y., & Lee, J.",The impact of information overload on information seeking behavior: A study of Korean internet users,2020,Information Processing & Management,10.1016/j.ipm.2020.102309,True,False,A neural knowledge graph evaluator: Combining structural and semantic evidence of knowledge graphs for predicting supportive knowledge in scientific QA,Chen Qiao; Xiao Hu,2020,Information Processing &amp; Management,
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_8,"Choi, S., & Kim, J.",The use of search engines by Korean users: A comparative study,2018,Online Information Review,10.1108/OIR-03-2017-0085,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_9,"Lee, H., & Park, S.",Information seeking and decision-making in the context of financial investments: A study of Korean investors,2017,Behaviour & Information Technology,10.1080/0144929X.2017.1310948,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_10,"Kim, M., & Park, J.",Information seeking in the context of political campaigns: A study of Korean voters,2018,Political Communication,10.1080/10584609.2018.1447897,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_11,"Choi, J., & Kim, Y.",The role of information literacy in online learning: A study of Korean university students,2017,Educational Technology Research and Development,10.1007/s11423-017-9507-9,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_12,"Lee, S., & Kim, H.",Information seeking and the adoption of new technologies: A study of Korean consumers,2019,Technological Forecasting and Social Change,10.1016/j.techfore.2018.09.015,True,False,Welfare state transition in the making: Focus on the niche-regime interaction in Finnish elderly care services,Satu Pekkarinen; Helinä Melkas,2019,Technological Forecasting and Social Change,
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_1,"Park, S., Choi, Y., & Jung, S.",Information Credibility Assessment in Online Environments: A Study of South Korean Users,2018,Computers in Human Behavior,10.1016/j.chb.2018.03.020,True,False,Cross-cultural study of Problematic Internet Use in nine European countries,Stéphanie Laconi; Katarzyna Kaliszewska-Czeremska; Augusto Gnisci,2018,Computers in Human Behavior,
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_2,"Lee, S., Kim, D., & Park, J.",Mobile News Consumption and its Effects on Political Participation in South Korea,2021,Telematics and Informatics,10.1016/j.tele.2021.101650,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_3,"Park, H. & Ryu, J.",The Influence of Cultural Values on Information Sharing Behavior in South Korea,2022,Information Processing & Management,10.1016/j.ipm.2022.102903,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_4,"Lee, J. & Kim, S.",Information Seeking Behavior of Elderly People in South Korea,2018,Library & Information Science Research,10.1016/j.lisr.2018.03.002,True,False,Account of methodologies and methods applied in LIS research: A systematic review,Ahsan Ullah; Kanwal Ameen,2018,Library &amp; Information Science Research,
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_5,"Choi, S. & Lee, J.",Information Avoidance and its Determinants in South Korea,2022,Behaviour & Information Technology,10.1080/0144929X.2022.2050456,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_6,"Lee, H. & Kim, J.",The Effects of Information Overload on Cognitive Load and Decision-Making in South Korea,2017,Information Systems Frontiers,10.1007/s10796-016-9681-7,True,False,"Harnessing the social web to enhance insights into people’s opinions in business, government and public administration",Aaron W. Baur,2017,Information Systems Frontiers,
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_7,"Kim, M. & Kang, S.",The Role of Information Technology in Promoting E-Government Services in South Korea,2020,Government Information Quarterly,10.1016/j.giq.2020.101509,True,False,Assessing the public policy-cycle framework in the age of artificial intelligence: From agenda-setting to policy evaluation,David Valle-Cruz; J. Ignacio Criado; Rodrigo Sandoval-Almazán,2020,Government Information Quarterly,
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_8,"Lee, S., Park, J., & Kim, D.",The Impact of Social Media on Political Polarization in South Korea,2021,New Media & Society,10.1177/14614448211001689,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_9,"Choi, J. & Lee, H.",Information Seeking and Use in the Context of Health Information: A Study of South Korean Patients,2019,Health Communication,10.1080/10410236.2019.1600000,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_10,"Lee, J., Kim, S., & Park, H.",The Role of Information in Shaping Public Opinion on Environmental Issues in South Korea,2020,Environmental Communication,10.1080/17524032.2020.1746789,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_11,"Park, J. & Kim, Y.",The Impact of Information Privacy Concerns on Online Shopping Behavior in South Korea,2018,Electronic Commerce Research and Applications,10.1016/j.elerap.2018.03.001,True,False,A media symbolism perspective on the choice of social sharing technologies,Yi Liu; Chuan-Hoo Tan; Juliana Sutanto,2018,Electronic Commerce Research and Applications,
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_1,"Kim, D., Lee, J., & Kim, H.",The Diffusion of Mobile Payment Technology in South Korea: An Empirical Study,2016,Telecommunications Policy,10.1016/j.telpol.2016.03.003,True,False,Book review,Juan Rendon Schneir,2016,Telecommunications Policy,
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_2,"Lee, S., Kim, M., & Choi, J.",The Effects of Framing on Public Perception of Climate Change in South Korea,2018,Environmental Communication,10.1080/17524032.2017.1398854,False,False,,,,,DOI not found in CrossRef
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_3,"Choi, H. & Lee, J.",Social Capital and Information Sharing in Online Communities: A Study of South Korean Users,2019,Information Technology & People,10.1108/ITP-09-2017-0298,True,False,Do employees in a “good” company comply better with information security policy? A corporate social responsibility perspective,Hyungjin Lukas Kim; Jinyoung Han,2019,Information Technology &amp; People,
